EXPLORER_RMB                  
CABINET,FOLDER_NUMBER,RMB_NUMBER,TYPE,NAME,DESCRIPTION,GROUP_ID,ORDER_NUMBER,PARENT_NUMBER,CONTEXT_ROUTINE,CONTEXT_LIBRARY,CONTEXT_FIELD,CONTEXT_OPERATOR,CONTEXT_VALUE,ALLOW_MULTIPLE,ON_TREE,REFRESH,MENUPROC,USING,LOCK_REQUIRED,ON_NAVBAR,ON_GRID,BEGIN_GROUP
"TABLE_DETAILS","109","14","ITEM","Split Batch","Split Stock Batch",,"14","0",,,,,,"FALSE","FALSE","TRUE","15953","STOCK,STOCK_BATCH","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","109","15","ITEM","Stock Take","Set current inventory level",,"15","0",,,,,,"FALSE","FALSE","TRUE","15954","STOCK,STOCK_BATCH","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","109","16","SEPARATOR","<Separator>",,,"16","0",,,,,,"FALSE","FALSE","FALSE","0",,"FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","109","17","ITEM","Print Label","Print Label",,"17","0",,,,,,"TRUE","FALSE","TRUE","15956","STOCK,STOCK_BATCH","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","1","GROUP","Report Template","Report Template Tasks",,"1","0",,,,,,"FALSE","FALSE","FALSE","0",,"FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","2","ITEM","Add...","Add a new Report Template",,"2","1",,,,,,"FALSE","TRUE","TRUE","35032",,"FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","3","ITEM","Copy...","Copy this Report Template",,"3","1",,,,,,"FALSE","FALSE","TRUE","35033","IDENTITY","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","4","ITEM","Modify...","Modify this Report Template",,"4","1",,,,,,"TRUE","FALSE","TRUE","35034","IDENTITY","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","5","ITEM","Display...","Display this Report Template",,"5","1",,,,,,"TRUE","FALSE","FALSE","35035","IDENTITY","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","6","SEPARATOR","<Separator>",,,"6","1",,,,,,"FALSE","FALSE","FALSE","0",,"FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","7","ITEM","Print...","Print this Report Template",,"7","1",,,,,,"TRUE","FALSE","FALSE","35037","IDENTITY","FALSE","FALSE","TRUE","FALSE"
"TABLE_DETAILS","110","8","ITEM","List...","List all Report Templates",,"8","1",,,,,,"FALSE","TRUE","FALSE","35036",,"FALSE","FALSE","TRUE","FALSE"
"TABLE_DETAILS","110","9","SEPARATOR","<Separator>",,,"9","1",,,,,,"FALSE","FALSE","FALSE","0",,"FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","10","ITEM","Remove","Remove Report Template",,"10","1",,,"REMOVEFLAG","1","No","TRUE","FALSE","TRUE","35038","IDENTITY","FALSE","TRUE","TRUE","FALSE"
"TABLE_DETAILS","110","11","ITEM","Restore","Restore Report Template",,"11","1",,,"REMOVEFLAG","1","Yes","TRUE","FALSE","FALSE","35039","IDENTITY","FALSE","TRUE","TRUE","FALSE"
